
> lostlightll.github.io@0.1.0 dev
> next dev

▲ Next.js 16.2.7 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://198.18.0.1:3000
✓ Ready in 367ms

 GET / 200 in 467ms (next.js: 300ms, application-code: 167ms)
 GET / 200 in 75ms (next.js: 4ms, application-code: 72ms)
 GET / 200 in 70ms (next.js: 3ms, application-code: 68ms)
 GET / 200 in 271ms (next.js: 63ms, application-code: 208ms)
 GET / 200 in 167ms (next.js: 4ms, application-code: 163ms)
 GET / 200 in 130ms (next.js: 8ms, application-code: 122ms)
 GET / 200 in 58ms (next.js: 4ms, application-code: 53ms)
 GET / 200 in 453ms (next.js: 13ms, application-code: 440ms)
 GET / 200 in 81ms (next.js: 4ms, application-code: 76ms)
 GET / 200 in 68ms (next.js: 3ms, application-code: 65ms)
 GET / 200 in 114ms (next.js: 29ms, application-code: 85ms)
 GET / 200 in 62ms (next.js: 4ms, application-code: 58ms)
 GET / 200 in 61ms (next.js: 26ms, application-code: 35ms)
 GET / 200 in 21ms (next.js: 3ms, application-code: 19ms)
 GET / 200 in 118ms (next.js: 3ms, application-code: 116ms)
 GET / 200 in 81ms (next.js: 4ms, application-code: 77ms)
 GET / 200 in 88ms (next.js: 4ms, application-code: 83ms)
 GET / 200 in 87ms (next.js: 4ms, application-code: 84ms)
 GET / 200 in 104ms (next.js: 23ms, application-code: 81ms)
 GET / 200 in 49ms (next.js: 3ms, application-code: 46ms)
 GET / 200 in 63ms (next.js: 2ms, application-code: 61ms)
 GET / 200 in 18ms (next.js: 1762µs, application-code: 17ms)
 GET / 200 in 420ms (next.js: 6ms, application-code: 414ms)
 GET / 200 in 75ms (next.js: 4ms, application-code: 71ms)
 GET / 200 in 71ms (next.js: 5ms, application-code: 66ms)
 GET / 200 in 187ms (next.js: 44ms, application-code: 144ms)
 GET / 200 in 111ms (next.js: 5ms, application-code: 106ms)
 GET / 200 in 110ms (next.js: 47ms, application-code: 63ms)
 GET / 200 in 36ms (next.js: 4ms, application-code: 32ms)
 GET / 200 in 147ms (next.js: 3ms, application-code: 144ms)
 GET / 200 in 200ms (next.js: 50ms, application-code: 150ms)
 GET / 200 in 107ms (next.js: 5ms, application-code: 102ms)
 GET / 200 in 107ms (next.js: 41ms, application-code: 66ms)
 GET / 200 in 26ms (next.js: 2ms, application-code: 24ms)
 GET / 200 in 114ms (next.js: 3ms, application-code: 111ms)
 GET / 200 in 59ms (next.js: 3ms, application-code: 56ms)
 GET / 200 in 8ms (next.js: 3ms, application-code: 5ms)
 GET / 200 in 250ms (next.js: 42ms, application-code: 208ms)
 GET / 200 in 251ms (next.js: 86ms, application-code: 165ms)
 GET / 200 in 124ms (next.js: 42ms, application-code: 82ms)
 GET / 200 in 127ms (next.js: 6ms, application-code: 120ms)
 GET / 200 in 147ms (next.js: 4ms, application-code: 144ms)
 GET / 200 in 60ms (next.js: 3ms, application-code: 57ms)
✓ Compiled in 25ms
 GET / 200 in 89ms (next.js: 41ms, application-code: 48ms)
 GET / 200 in 170ms (next.js: 92ms, application-code: 78ms)
 GET / 200 in 359ms (next.js: 55ms, application-code: 305ms)
 GET / 200 in 53ms (next.js: 4ms, application-code: 49ms)
 GET / 200 in 110ms (next.js: 3ms, application-code: 107ms)
 GET / 200 in 68ms (next.js: 7ms, application-code: 60ms)
 GET / 200 in 66ms (next.js: 3ms, application-code: 63ms)
 GET / 200 in 170ms (next.js: 46ms, application-code: 124ms)
 GET / 200 in 92ms (next.js: 4ms, application-code: 88ms)
 GET / 200 in 65ms (next.js: 5ms, application-code: 60ms)
 GET / 200 in 38ms (next.js: 3ms, application-code: 36ms)
 GET / 200 in 119ms (next.js: 3ms, application-code: 117ms)
 GET / 200 in 242ms (next.js: 41ms, application-code: 201ms)
 GET / 200 in 252ms (next.js: 72ms, application-code: 180ms)
 GET / 200 in 150ms (next.js: 4ms, application-code: 146ms)
 GET / 200 in 151ms (next.js: 51ms, application-code: 100ms)
 GET / 200 in 75ms (next.js: 3ms, application-code: 72ms)
 GET / 200 in 50ms (next.js: 3ms, application-code: 47ms)
 GET / 200 in 112ms (next.js: 3ms, application-code: 109ms)
 GET / 200 in 219ms (next.js: 77ms, application-code: 142ms)
 GET / 200 in 221ms (next.js: 44ms, application-code: 176ms)
 GET / 200 in 114ms (next.js: 7ms, application-code: 107ms)
 GET / 200 in 113ms (next.js: 64ms, application-code: 49ms)
 GET / 200 in 147ms (next.js: 4ms, application-code: 143ms)
 GET / 200 in 174ms (next.js: 47ms, application-code: 127ms)
 GET / 200 in 94ms (next.js: 4ms, application-code: 90ms)
 GET / 200 in 65ms (next.js: 4ms, application-code: 62ms)
 GET / 200 in 39ms (next.js: 3ms, application-code: 36ms)
 GET / 200 in 119ms (next.js: 28ms, application-code: 92ms)
 GET / 200 in 74ms (next.js: 3ms, application-code: 71ms)
 GET / 200 in 73ms (next.js: 33ms, application-code: 40ms)
 GET / 200 in 27ms (next.js: 2ms, application-code: 25ms)
 GET / 200 in 96ms (next.js: 21ms, application-code: 75ms)
 GET / 200 in 58ms (next.js: 3ms, application-code: 55ms)
 GET / 200 in 58ms (next.js: 20ms, application-code: 38ms)
 GET / 200 in 19ms (next.js: 1856µs, application-code: 17ms)
 GET / 200 in 172ms (next.js: 4ms, application-code: 168ms)
 GET / 200 in 153ms (next.js: 44ms, application-code: 109ms)
 GET / 200 in 75ms (next.js: 3ms, application-code: 72ms)
 GET / 200 in 75ms (next.js: 23ms, application-code: 52ms)
 GET / 200 in 29ms (next.js: 2ms, application-code: 27ms)
 GET / 200 in 132ms (next.js: 3ms, application-code: 129ms)
 GET / 200 in 97ms (next.js: 23ms, application-code: 74ms)
 GET / 200 in 58ms (next.js: 22ms, application-code: 36ms)
 GET / 200 in 58ms (next.js: 1935µs, application-code: 57ms)
 GET / 200 in 21ms (next.js: 1559µs, application-code: 19ms)
 GET / 200 in 95ms (next.js: 27ms, application-code: 67ms)
 GET / 200 in 50ms (next.js: 2ms, application-code: 48ms)
 GET / 200 in 50ms (next.js: 15ms, application-code: 35ms)
 GET / 200 in 22ms (next.js: 1881µs, application-code: 20ms)
 GET / 200 in 208ms (next.js: 3ms, application-code: 205ms)
 GET / 200 in 78ms (next.js: 4ms, application-code: 75ms)
 GET / 200 in 65ms (next.js: 4ms, application-code: 62ms)
 GET / 200 in 198ms (next.js: 45ms, application-code: 154ms)
 GET / 200 in 198ms (next.js: 78ms, application-code: 121ms)
 GET / 200 in 91ms (next.js: 4ms, application-code: 87ms)
 GET / 200 in 59ms (next.js: 26ms, application-code: 32ms)
 GET / 200 in 143ms (next.js: 3ms, application-code: 140ms)
 GET / 200 in 72ms (next.js: 3ms, application-code: 69ms)
 GET / 200 in 58ms (next.js: 3ms, application-code: 55ms)
 GET / 200 in 56ms (next.js: 3ms, application-code: 53ms)
 GET / 200 in 60ms (next.js: 3ms, application-code: 57ms)
 GET / 200 in 80ms (next.js: 3ms, application-code: 77ms)
 GET / 200 in 70ms (next.js: 3ms, application-code: 68ms)
 GET / 200 in 65ms (next.js: 3ms, application-code: 62ms)
 GET / 200 in 62ms (next.js: 3ms, application-code: 60ms)
 GET / 200 in 58ms (next.js: 3ms, application-code: 55ms)
 GET / 200 in 61ms (next.js: 3ms, application-code: 58ms)
 GET / 200 in 69ms (next.js: 3ms, application-code: 66ms)
 GET / 200 in 62ms (next.js: 3ms, application-code: 59ms)
 GET / 200 in 61ms (next.js: 3ms, application-code: 58ms)
 GET / 200 in 63ms (next.js: 3ms, application-code: 60ms)
 GET / 200 in 61ms (next.js: 3ms, application-code: 58ms)
 GET / 200 in 60ms (next.js: 3ms, application-code: 58ms)
 GET / 200 in 59ms (next.js: 3ms, application-code: 57ms)
 GET / 200 in 61ms (next.js: 3ms, application-code: 58ms)
 GET / 200 in 67ms (next.js: 3ms, application-code: 64ms)
 GET / 200 in 61ms (next.js: 3ms, application-code: 58ms)
 GET / 200 in 57ms (next.js: 3ms, application-code: 54ms)
 GET / 200 in 59ms (next.js: 3ms, application-code: 56ms)
 GET / 200 in 61ms (next.js: 3ms, application-code: 58ms)
 GET / 200 in 58ms (next.js: 3ms, application-code: 55ms)
 GET / 200 in 61ms (next.js: 3ms, application-code: 59ms)
 GET / 200 in 67ms (next.js: 3ms, application-code: 65ms)
 GET / 200 in 61ms (next.js: 3ms, application-code: 58ms)
 GET / 200 in 176ms (next.js: 44ms, application-code: 132ms)
 GET / 200 in 177ms (next.js: 76ms, application-code: 100ms)
 GET / 200 in 63ms (next.js: 3ms, application-code: 60ms)
 GET / 200 in 37ms (next.js: 4ms, application-code: 33ms)
 GET / 200 in 122ms (next.js: 3ms, application-code: 119ms)
 GET / 200 in 73ms (next.js: 3ms, application-code: 70ms)
 GET / 200 in 71ms (next.js: 4ms, application-code: 68ms)
 GET / 200 in 69ms (next.js: 3ms, application-code: 65ms)
 GET / 200 in 186ms (next.js: 50ms, application-code: 135ms)
 GET / 200 in 97ms (next.js: 29ms, application-code: 68ms)
 GET / 200 in 99ms (next.js: 3ms, application-code: 95ms)
 GET / 200 in 42ms (next.js: 4ms, application-code: 38ms)
 GET / 200 in 114ms (next.js: 3ms, application-code: 112ms)
 GET / 200 in 67ms (next.js: 3ms, application-code: 64ms)
 GET / 200 in 240ms (next.js: 6ms, application-code: 233ms)
 GET / 200 in 350ms (next.js: 45ms, application-code: 305ms)
 GET / 200 in 360ms (next.js: 77ms, application-code: 282ms)
 GET / 200 in 255ms (next.js: 91ms, application-code: 164ms)
 GET / 200 in 140ms (next.js: 3ms, application-code: 136ms)
 GET / 200 in 68ms (next.js: 3ms, application-code: 66ms)
 GET / 200 in 100ms (next.js: 23ms, application-code: 77ms)
 GET / 200 in 60ms (next.js: 21ms, application-code: 39ms)
 GET / 200 in 61ms (next.js: 6ms, application-code: 55ms)
 GET / 200 in 24ms (next.js: 2ms, application-code: 22ms)
 GET / 200 in 142ms (next.js: 3ms, application-code: 139ms)
 GET / 200 in 62ms (next.js: 3ms, application-code: 59ms)
 GET / 200 in 33ms (next.js: 6ms, application-code: 26ms)
 GET / 200 in 286ms (next.js: 57ms, application-code: 229ms)
 GET / 200 in 335ms (next.js: 220ms, application-code: 115ms)
 GET / 200 in 89ms (next.js: 34ms, application-code: 55ms)
 GET / 200 in 346ms (next.js: 93ms, application-code: 253ms)
 GET / 200 in 137ms (next.js: 26ms, application-code: 111ms)
 GET / 200 in 90ms (next.js: 2ms, application-code: 87ms)
 GET / 200 in 90ms (next.js: 43ms, application-code: 47ms)
 GET / 200 in 27ms (next.js: 2ms, application-code: 25ms)
 GET / 200 in 123ms (next.js: 3ms, application-code: 120ms)
 GET / 200 in 85ms (next.js: 3ms, application-code: 82ms)
 GET / 200 in 64ms (next.js: 3ms, application-code: 61ms)
 GET / 200 in 79ms (next.js: 3ms, application-code: 76ms)
 GET / 200 in 69ms (next.js: 3ms, application-code: 65ms)
 GET / 200 in 170ms (next.js: 47ms, application-code: 124ms)
 GET / 200 in 92ms (next.js: 4ms, application-code: 88ms)
 GET / 200 in 63ms (next.js: 3ms, application-code: 60ms)
 GET / 200 in 35ms (next.js: 3ms, application-code: 32ms)
 GET / 200 in 91ms (next.js: 23ms, application-code: 68ms)
 GET / 200 in 52ms (next.js: 2ms, application-code: 50ms)
 GET / 200 in 52ms (next.js: 16ms, application-code: 35ms)
 GET / 200 in 23ms (next.js: 3ms, application-code: 21ms)
 GET / 200 in 161ms (next.js: 41ms, application-code: 120ms)
 GET / 200 in 91ms (next.js: 3ms, application-code: 87ms)
 GET / 200 in 91ms (next.js: 29ms, application-code: 61ms)
 GET / 200 in 34ms (next.js: 3ms, application-code: 32ms)
 GET / 200 in 169ms (next.js: 43ms, application-code: 126ms)
 GET / 200 in 93ms (next.js: 3ms, application-code: 90ms)
 GET / 200 in 94ms (next.js: 28ms, application-code: 66ms)
 GET / 200 in 43ms (next.js: 3ms, application-code: 40ms)
 GET / 200 in 181ms (next.js: 3ms, application-code: 178ms)
 GET / 200 in 60ms (next.js: 3ms, application-code: 57ms)
 GET / 200 in 72ms (next.js: 3ms, application-code: 69ms)
 GET / 200 in 61ms (next.js: 3ms, application-code: 58ms)
 GET / 200 in 164ms (next.js: 41ms, application-code: 123ms)
 GET / 200 in 95ms (next.js: 3ms, application-code: 92ms)
 GET / 200 in 96ms (next.js: 29ms, application-code: 67ms)
 GET / 200 in 37ms (next.js: 3ms, application-code: 34ms)
 GET / 200 in 117ms (next.js: 3ms, application-code: 114ms)
 GET / 200 in 61ms (next.js: 3ms, application-code: 58ms)
 GET / 200 in 124ms (next.js: 29ms, application-code: 95ms)
 GET / 200 in 73ms (next.js: 23ms, application-code: 50ms)
 GET / 200 in 74ms (next.js: 2ms, application-code: 72ms)
 GET / 200 in 31ms (next.js: 2ms, application-code: 29ms)
 GET / 200 in 149ms (next.js: 3ms, application-code: 145ms)
 GET / 200 in 167ms (next.js: 42ms, application-code: 124ms)
 GET / 200 in 167ms (next.js: 73ms, application-code: 94ms)
 GET / 200 in 63ms (next.js: 3ms, application-code: 61ms)
 GET / 200 in 38ms (next.js: 3ms, application-code: 36ms)
 GET / 200 in 161ms (next.js: 41ms, application-code: 120ms)
 GET / 200 in 91ms (next.js: 3ms, application-code: 87ms)
 GET / 200 in 92ms (next.js: 28ms, application-code: 63ms)
 GET / 200 in 39ms (next.js: 3ms, application-code: 36ms)
 GET / 200 in 117ms (next.js: 3ms, application-code: 114ms)
 GET / 200 in 80ms (next.js: 3ms, application-code: 77ms)
 GET / 200 in 180ms (next.js: 42ms, application-code: 138ms)
 GET / 200 in 106ms (next.js: 5ms, application-code: 102ms)
 GET / 200 in 72ms (next.js: 5ms, application-code: 66ms)
 GET / 200 in 39ms (next.js: 4ms, application-code: 35ms)
 GET / 200 in 168ms (next.js: 3ms, application-code: 165ms)
 GET / 200 in 71ms (next.js: 3ms, application-code: 68ms)
 GET / 200 in 63ms (next.js: 3ms, application-code: 60ms)
 GET / 200 in 58ms (next.js: 3ms, application-code: 55ms)
 GET / 200 in 175ms (next.js: 45ms, application-code: 130ms)
 GET / 200 in 176ms (next.js: 80ms, application-code: 96ms)
 GET / 200 in 68ms (next.js: 3ms, application-code: 65ms)
 GET / 200 in 42ms (next.js: 4ms, application-code: 38ms)
 GET / 200 in 92ms (next.js: 26ms, application-code: 66ms)
 GET / 200 in 49ms (next.js: 2ms, application-code: 47ms)
 GET / 200 in 49ms (next.js: 14ms, application-code: 35ms)
 GET / 200 in 46ms (next.js: 2ms, application-code: 44ms)
 GET / 200 in 152ms (next.js: 3ms, application-code: 149ms)
 GET / 200 in 79ms (next.js: 21ms, application-code: 58ms)
 GET / 200 in 41ms (next.js: 1570µs, application-code: 40ms)
 GET / 200 in 41ms (next.js: 13ms, application-code: 28ms)
 GET / 200 in 17ms (next.js: 1352µs, application-code: 15ms)
 GET / 200 in 244ms (next.js: 82ms, application-code: 162ms)
 GET / 200 in 119ms (next.js: 7ms, application-code: 112ms)
 GET / 200 in 117ms (next.js: 48ms, application-code: 70ms)
 GET / 200 in 25ms (next.js: 1526µs, application-code: 23ms)
 GET / 200 in 149ms (next.js: 3ms, application-code: 147ms)
 GET / 200 in 120ms (next.js: 33ms, application-code: 87ms)
 GET / 200 in 66ms (next.js: 3ms, application-code: 64ms)
 GET / 200 in 66ms (next.js: 21ms, application-code: 45ms)
 GET / 200 in 29ms (next.js: 2ms, application-code: 27ms)
 GET / 200 in 215ms (next.js: 3ms, application-code: 212ms)
 GET / 200 in 93ms (next.js: 26ms, application-code: 68ms)
 GET / 200 in 49ms (next.js: 2ms, application-code: 47ms)
 GET / 200 in 49ms (next.js: 15ms, application-code: 34ms)
 GET / 200 in 21ms (next.js: 1599µs, application-code: 19ms)
 GET / 200 in 128ms (next.js: 3ms, application-code: 125ms)
 GET / 200 in 206ms (next.js: 41ms, application-code: 165ms)
 GET / 200 in 207ms (next.js: 73ms, application-code: 134ms)
 GET / 200 in 102ms (next.js: 3ms, application-code: 99ms)
 GET / 200 in 102ms (next.js: 71ms, application-code: 31ms)
 GET / 200 in 116ms (next.js: 3ms, application-code: 113ms)
 GET / 200 in 236ms (next.js: 44ms, application-code: 192ms)
 GET / 200 in 238ms (next.js: 82ms, application-code: 156ms)
 GET / 200 in 75ms (next.js: 11ms, application-code: 65ms)
 GET / 200 in 70ms (next.js: 32ms, application-code: 38ms)
 GET / 200 in 166ms (next.js: 41ms, application-code: 125ms)
 GET / 200 in 96ms (next.js: 27ms, application-code: 69ms)
 GET / 200 in 97ms (next.js: 3ms, application-code: 94ms)
 GET / 200 in 44ms (next.js: 3ms, application-code: 41ms)
 GET / 200 in 125ms (next.js: 3ms, application-code: 122ms)
 GET / 200 in 63ms (next.js: 3ms, application-code: 60ms)
 GET / 200 in 339ms (next.js: 55ms, application-code: 284ms)
 GET / 200 in 236ms (next.js: 39ms, application-code: 197ms)
 GET / 200 in 244ms (next.js: 3ms, application-code: 241ms)
 GET / 200 in 64ms (next.js: 5ms, application-code: 58ms)
 GET / 200 in 180ms (next.js: 4ms, application-code: 176ms)
 GET / 200 in 67ms (next.js: 3ms, application-code: 64ms)
 GET / 200 in 76ms (next.js: 4ms, application-code: 72ms)
 GET / 200 in 255ms (next.js: 45ms, application-code: 211ms)
 GET / 200 in 182ms (next.js: 7ms, application-code: 175ms)
 GET / 200 in 182ms (next.js: 116ms, application-code: 66ms)
 GET / 200 in 38ms (next.js: 3ms, application-code: 35ms)
 GET / 200 in 156ms (next.js: 3ms, application-code: 153ms)
 GET / 200 in 237ms (next.js: 93ms, application-code: 144ms)
 GET / 200 in 81ms (next.js: 7ms, application-code: 74ms)
 GET / 200 in 83ms (next.js: 3ms, application-code: 80ms)
 GET / 200 in 47ms (next.js: 4ms, application-code: 43ms)
 GET / 200 in 178ms (next.js: 47ms, application-code: 131ms)
 GET / 200 in 99ms (next.js: 4ms, application-code: 95ms)
 GET / 200 in 70ms (next.js: 5ms, application-code: 66ms)
 GET / 200 in 42ms (next.js: 3ms, application-code: 38ms)
 GET / 200 in 140ms (next.js: 3ms, application-code: 137ms)
 GET / 200 in 60ms (next.js: 3ms, application-code: 57ms)
 GET / 200 in 63ms (next.js: 3ms, application-code: 60ms)
 GET / 200 in 103ms (next.js: 26ms, application-code: 77ms)
 GET / 200 in 57ms (next.js: 1733µs, application-code: 55ms)
 GET / 200 in 58ms (next.js: 17ms, application-code: 41ms)
 GET / 200 in 19ms (next.js: 2ms, application-code: 17ms)
 GET / 200 in 135ms (next.js: 4ms, application-code: 132ms)
 GET / 200 in 62ms (next.js: 3ms, application-code: 59ms)
 GET / 200 in 67ms (next.js: 14ms, application-code: 53ms)
 GET / 200 in 92ms (next.js: 30ms, application-code: 62ms)
 GET / 200 in 43ms (next.js: 2ms, application-code: 41ms)
 GET / 200 in 43ms (next.js: 15ms, application-code: 29ms)
 GET / 200 in 17ms (next.js: 1513µs, application-code: 16ms)
 GET /posts 200 in 830ms (next.js: 795ms, application-code: 35ms)
 GET /posts/hello-world 200 in 1585ms (next.js: 1497ms, generate-params: 920ms, application-code: 89ms)
 GET /posts/hello-world 200 in 47ms (next.js: 33ms, generate-params: 28ms, application-code: 14ms)
 GET /posts 200 in 27ms (next.js: 3ms, application-code: 24ms)
 GET /about 200 in 443ms (next.js: 419ms, application-code: 24ms)
 GET / 200 in 39ms (next.js: 3ms, application-code: 35ms)
✓ Compiled in 48ms
[?25h
